,Alameda County, California, Precipitation,Kings County, California, Precipitation,Placer County, California, Precipitation,Sierra County, California, Precipitation,Alpine County, California, Precipitation,Lake County, California, Precipitation,Plumas County, California, Precipitation,Siskiyou County, California, Precipitation,Amador County, California, Precipitation,Lassen County, California, Precipitation,Riverside County, California, Precipitation,Solano County, California, Precipitation,Butte County, California, Precipitation,Los Angeles County, California, Precipitation,Sacramento County, California, Precipitation,Sonoma County, California, Precipitation,Calaveras County, California, Precipitation,Madera County, California, Precipitation,San Benito County, California, Precipitation,Stanislaus County, California, Precipitation,Colusa County, California, Precipitation,Marin County, California, Precipitation,San Bernardino County, California, Precipitation,Sutter County, California, Precipitation,Contra Costa County, California, Precipitation,Mariposa County, California, Precipitation,San Diego County, California, Precipitation,Tehama County, California, Precipitation,Del Norte County, California, Precipitation,Mendocino County, California, Precipitation,San Francisco County, California, Precipitation,Trinity County, California, Precipitation,El Dorado County, California, Precipitation,Merced County, California, Precipitation,San Joaquin County, California, Precipitation,Tulare County, California, Precipitation,Fresno County, California, Precipitation,Modoc County, California, Precipitation,San Luis Obispo County, California, Precipitation,Tuolumne County, California, Precipitation,Glenn County, California, Precipitation,Mono County, California, Precipitation,San Mateo County, California, Precipitation,Ventura County, California, Precipitation,Humboldt County, California, Precipitation,Monterey County, California, Precipitation,Santa Barbara County, California, Precipitation,Yolo County, California, Precipitation,Imperial County, California, Precipitation,Napa County, California, Precipitation,Santa Clara County, California, Precipitation,Yuba County, California, Precipitation
122,200912,2.58,,200912,1.53,,200912,6.83,,200912,6.03,,200912,5.10,,200912,5.16,,200912,4.95,,200912,3.48,,200912,5.83,,200912,2.70,,200912,1.91,,200912,2.06,,200912,5.18,,200912,2.98,,200912,2.94,,200912,4.16,,200912,5.45,,200912,4.01,,200912,2.71,,200912,2.10,,200912,3.79,,200912,3.95,,200912,1.14,,200912,2.20,,200912,2.56,,200912,5.46,,200912,3.52,,200912,4.62,,200912,8.07,,200912,5.90,,200912,3.15,,200912,6.43,,200912,6.85,,200912,2.21,,200912,1.91,,200912,4.79,,200912,3.74,,200912,1.48,,200912,3.47,,200912,6.73,,200912,3.73,,200912,2.36,,200912,3.43,,200912,3.52,,200912,6.33,,200912,3.10,,200912,3.32,,200912,2.47,,200912,0.45,,200912,3.00,,200912,3.62,,200912,4.50,
123,201001,5.38,,201001,2.69,,201001,8.66,,201001,9.11,,201001,7.14,,201001,17.08,,201001,9.85,,201001,8.15,,201001,7.61,,201001,3.27,,201001,5.30,,201001,7.24,,201001,12.99,,201001,6.45,,201001,4.86,,201001,14.86,,201001,6.72,,201001,4.58,,201001,6.51,,201001,4.09,,201001,9.80,,201001,11.66,,201001,3.71,,201001,6.23,,201001,6.20,,201001,5.86,,201001,5.70,,201001,11.19,,201001,14.69,,201001,15.65,,201001,7.94,,201001,15.28,,201001,8.14,,201001,3.34,,201001,3.38,,201001,5.71,,201001,4.53,,201001,2.12,,201001,6.68,,201001,7.75,,201001,10.96,,201001,3.19,,201001,8.14,,201001,7.15,,201001,15.05,,201001,7.61,,201001,8.31,,201001,7.32,,201001,2.84,,201001,11.35,,201001,6.97,,201001,9.36,
124,201002,2.73,,201002,2.11,,201002,5.79,,201002,4.97,,201002,4.71,,201002,6.85,,201002,4.76,,201002,3.78,,201002,4.78,,201002,1.50,,201002,1.42,,201002,3.18,,201002,5.89,,201002,4.37,,201002,2.97,,201002,6.41,,201002,5.03,,201002,4.64,,201002,3.56,,201002,3.04,,201002,4.73,,201002,5.86,,201002,1.90,,201002,2.54,,201002,2.82,,201002,5.88,,201002,3.56,,201002,6.04,,201002,9.35,,201002,6.39,,201002,3.86,,201002,8.21,,201002,5.48,,201002,2.64,,201002,2.61,,201002,5.35,,201002,4.21,,201002,0.76,,201002,3.78,,201002,6.49,,201002,4.75,,201002,2.63,,201002,4.38,,201002,4.77,,201002,7.91,,201002,4.67,,201002,4.36,,201002,3.39,,201002,0.67,,201002,4.98,,201002,3.92,,201002,4.44,
125,201003,2.20,,201003,0.39,,201003,5.38,,201003,5.61,,201003,3.71,,201003,5.09,,201003,4.88,,201003,4.69,,201003,4.70,,201003,2.08,,201003,0.65,,201003,1.92,,201003,3.96,,201003,0.59,,201003,2.25,,201003,4.32,,201003,4.24,,201003,2.22,,201003,1.50,,201003,1.40,,201003,2.00,,201003,4.24,,201003,0.46,,201003,1.63,,201003,2.19,,201003,3.09,,201003,0.80,,201003,3.14,,201003,10.89,,201003,6.87,,201003,3.24,,201003,5.82,,201003,5.84,,201003,0.96,,201003,1.64,,201003,1.53,,201003,1.69,,201003,1.87,,201003,0.90,,201003,4.72,,201003,1.71,,201003,1.13,,201003,3.47,,201003,0.58,,201003,7.85,,201003,1.90,,201003,0.58,,201003,1.95,,201003,0.79,,201003,3.08,,201003,2.75,,201003,3.53,
126,201004,3.12,,201004,1.32,,201004,7.23,,201004,6.78,,201004,4.83,,201004,8.36,,201004,5.74,,201004,6.30,,201004,6.65,,201004,2.50,,201004,0.50,,201004,3.25,,201004,7.83,,201004,1.66,,201004,3.13,,201004,6.90,,201004,6.66,,201004,4.47,,201004,4.01,,201004,2.44,,201004,4.24,,201004,5.45,,201004,0.30,,201004,3.03,,201004,3.10,,201004,6.52,,201004,1.92,,201004,5.88,,201004,12.22,,201004,9.09,,201004,3.81,,201004,10.26,,201004,7.44,,201004,2.82,,201004,2.46,,201004,4.21,,201004,3.75,,201004,2.04,,201004,2.48,,201004,7.24,,201004,5.09,,201004,2.29,,201004,4.48,,201004,2.14,,201004,10.51,,201004,3.88,,201004,2.91,,201004,3.43,,201004,0.14,,201004,4.98,,201004,4.47,,201004,6.62,
127,201005,0.72,,201005,0.34,,201005,3.36,,201005,3.10,,201005,2.28,,201005,3.09,,201005,2.78,,201005,2.06,,201005,3.02,,201005,1.51,,201005,0.03,,201005,0.82,,201005,2.35,,201005,0.07,,201005,1.04,,201005,2.58,,201005,2.82,,201005,0.86,,201005,0.47,,201005,0.61,,201005,1.21,,201005,1.65,,201005,0.03,,201005,0.98,,201005,0.79,,201005,1.44,,201005,0.03,,201005,1.89,,201005,5.38,,201005,3.01,,201005,1.03,,201005,3.64,,201005,3.95,,201005,0.38,,201005,0.56,,201005,0.42,,201005,0.58,,201005,1.68,,201005,0.16,,201005,2.66,,201005,1.18,,201005,0.48,,201005,1.29,,201005,0.16,,201005,4.18,,201005,0.46,,201005,0.09,,201005,0.88,,201005,0.00,,201005,1.72,,201005,0.82,,201005,2.33,
128,201006,0.01,,201006,0.00,,201006,0.29,,201006,0.35,,201006,0.19,,201006,0.19,,201006,0.18,,201006,1.38,,201006,0.10,,201006,0.50,,201006,0.00,,201006,0.00,,201006,0.12,,201006,0.00,,201006,0.02,,201006,0.08,,201006,0.06,,201006,0.01,,201006,0.00,,201006,0.02,,201006,0.04,,201006,0.05,,201006,0.02,,201006,0.01,,201006,0.01,,201006,0.01,,201006,0.01,,201006,0.20,,201006,5.35,,201006,0.59,,201006,0.05,,201006,0.99,,201006,0.15,,201006,0.01,,201006,0.01,,201006,0.00,,201006,0.02,,201006,1.01,,201006,0.00,,201006,0.05,,201006,0.07,,201006,0.01,,201006,0.05,,201006,0.01,,201006,2.21,,201006,0.01,,201006,0.00,,201006,0.00,,201006,0.00,,201006,0.01,,201006,0.01,,201006,0.07,
129,201007,0.00,,201007,0.01,,201007,0.02,,201007,0.08,,201007,0.22,,201007,0.00,,201007,0.25,,201007,0.19,,201007,0.01,,201007,0.22,,201007,0.02,,201007,0.00,,201007,0.01,,201007,0.04,,201007,0.00,,201007,0.01,,201007,0.00,,201007,0.06,,201007,0.01,,201007,0.00,,201007,0.00,,201007,0.01,,201007,0.06,,201007,0.00,,201007,0.00,,201007,0.01,,201007,0.14,,201007,0.03,,201007,0.01,,201007,0.00,,201007,0.00,,201007,0.04,,201007,0.03,,201007,0.00,,201007,0.00,,201007,0.08,,201007,0.06,,201007,0.09,,201007,0.04,,201007,0.08,,201007,0.00,,201007,0.55,,201007,0.00,,201007,0.02,,201007,0.02,,201007,0.03,,201007,0.02,,201007,0.00,,201007,0.04,,201007,0.00,,201007,0.00,,201007,0.00,
130,201008,0.00,,201008,0.00,,201008,0.10,,201008,0.13,,201008,0.26,,201008,0.00,,201008,0.19,,201008,0.16,,201008,0.04,,201008,0.45,,201008,0.11,,201008,0.00,,201008,0.05,,201008,0.01,,201008,0.00,,201008,0.01,,201008,0.02,,201008,0.00,,201008,0.00,,201008,0.00,,201008,0.00,,201008,0.02,,201008,0.20,,201008,0.00,,201008,0.00,,201008,0.01,,201008,0.01,,201008,0.09,,201008,0.10,,201008,0.01,,201008,0.02,,201008,0.16,,201008,0.10,,201008,0.00,,201008,0.00,,201008,0.02,,201008,0.00,,201008,0.44,,201008,0.00,,201008,0.04,,201008,0.02,,201008,0.04,,201008,0.03,,201008,0.00,,201008,0.10,,201008,0.02,,201008,0.00,,201008,0.00,,201008,0.23,,201008,0.00,,201008,0.03,,201008,0.04,
131,201009,0.01,,201009,0.00,,201009,0.03,,201009,0.02,,201009,0.03,,201009,0.26,,201009,0.05,,201009,0.65,,201009,0.01,,201009,0.38,,201009,0.03,,201009,0.03,,201009,0.13,,201009,0.01,,201009,0.02,,201009,0.11,,201009,0.00,,201009,0.00,,201009,0.00,,201009,0.00,,201009,0.25,,201009,0.08,,201009,0.01,,201009,0.07,,201009,0.01,,201009,0.00,,201009,0.15,,201009,0.34,,201009,2.49,,201009,0.46,,201009,0.03,,201009,0.79,,201009,0.02,,201009,0.00,,201009,0.00,,201009,0.01,,201009,0.00,,201009,0.55,,201009,0.00,,201009,0.00,,201009,0.43,,201009,0.00,,201009,0.04,,201009,0.01,,201009,1.06,,201009,0.01,,201009,0.00,,201009,0.12,,201009,0.03,,201009,0.05,,201009,0.01,,201009,0.03,
132,201010,1.07,,201010,0.59,,201010,8.07,,201010,7.92,,201010,7.55,,201010,7.19,,201010,5.50,,201010,5.07,,201010,5.55,,201010,3.36,,201010,1.03,,201010,1.64,,201010,5.12,,201010,1.88,,201010,1.73,,201010,5.43,,201010,5.54,,201010,2.56,,201010,1.02,,201010,1.13,,201010,2.77,,201010,4.00,,201010,1.17,,201010,1.56,,201010,1.24,,201010,4.21,,201010,2.62,,201010,4.69,,201010,8.22,,201010,9.35,,201010,1.93,,201010,7.90,,201010,8.22,,201010,0.83,,201010,1.27,,201010,1.92,,201010,1.90,,201010,2.53,,201010,1.51,,201010,7.42,,201010,4.23,,201010,3.38,,201010,1.50,,201010,2.44,,201010,7.52,,201010,1.06,,201010,2.14,,201010,1.60,,201010,0.89,,201010,3.49,,201010,1.33,,201010,5.09,
133,201011,2.52,,201011,1.19,,201011,7.32,,201011,7.11,,201011,6.54,,201011,4.49,,201011,5.94,,201011,4.26,,201011,7.27,,201011,2.03,,201011,0.37,,201011,2.35,,201011,6.11,,201011,1.00,,201011,3.13,,201011,4.18,,201011,7.41,,201011,3.17,,201011,2.27,,201011,2.39,,201011,3.51,,201011,4.10,,201011,0.26,,201011,2.58,,201011,2.32,,201011,4.90,,201011,1.31,,201011,3.51,,201011,10.49,,201011,5.63,,201011,3.49,,201011,6.41,,201011,7.99,,201011,1.91,,201011,2.45,,201011,2.63,,201011,2.68,,201011,1.89,,201011,1.78,,201011,7.55,,201011,2.11,,201011,1.95,,201011,3.66,,201011,1.36,,201011,7.43,,201011,2.46,,201011,1.54,,201011,2.54,,201011,0.01,,201011,3.37,,201011,3.21,,201011,5.91,
134,201012,5.41,,201012,4.74,,201012,15.49,,201012,15.55,,201012,12.03,,201012,11.76,,201012,13.12,,201012,10.04,,201012,12.33,,201012,5.28,,201012,4.31,,201012,6.22,,201012,13.34,,201012,9.77,,201012,5.47,,201012,12.04,,201012,12.24,,201012,10.25,,201012,5.75,,201012,4.31,,201012,7.06,,201012,10.63,,201012,3.95,,201012,5.80,,201012,5.76,,201012,12.21,,201012,7.53,,201012,9.50,,201012,20.33,,201012,13.18,,201012,8.24,,201012,15.42,,201012,15.04,,201012,3.86,,201012,4.58,,201012,13.19,,201012,10.14,,201012,4.62,,201012,10.12,,201012,15.29,,201012,6.40,,201012,6.89,,201012,8.42,,201012,10.98,,201012,17.54,,201012,6.89,,201012,10.30,,201012,6.48,,201012,0.73,,201012,9.56,,201012,6.55,,201012,12.32,
135,201101,1.04,,201101,1.22,,201101,2.04,,201101,1.52,,201101,1.69,,201101,3.14,,201101,1.22,,201101,1.90,,201101,2.89,,201101,0.55,,201101,0.27,,201101,1.52,,201101,2.21,,201101,0.67,,201101,1.54,,201101,2.40,,201101,2.90,,201101,2.23,,201101,2.44,,201101,1.31,,201101,2.14,,201101,2.18,,201101,0.13,,201101,1.49,,201101,1.28,,201101,2.71,,201101,0.96,,201101,1.79,,201101,4.73,,201101,2.77,,201101,1.45,,201101,2.51,,201101,2.39,,201101,1.24,,201101,1.02,,201101,1.78,,201101,2.07,,201101,0.78,,201101,1.88,,201101,3.07,,201101,1.70,,201101,0.75,,201101,1.64,,201101,0.86,,201101,2.69,,201101,2.60,,201101,1.24,,201101,1.76,,201101,0.01,,201101,2.17,,201101,1.85,,201101,2.12,
136,201102,3.47,,201102,1.04,,201102,6.59,,201102,7.61,,201102,6.50,,201102,7.40,,201102,7.99,,201102,3.61,,201102,6.73,,201102,2.76,,201102,2.01,,201102,4.00,,201102,8.18,,201102,2.67,,201102,3.89,,201102,6.78,,201102,6.44,,201102,3.54,,201102,4.02,,201102,2.77,,201102,5.62,,201102,5.90,,201102,0.91,,201102,4.11,,201102,3.75,,201102,5.54,,201102,3.73,,201102,4.67,,201102,7.06,,201102,6.28,,201102,5.09,,201102,5.27,,201102,7.41,,201102,2.01,,201102,2.79,,201102,3.16,,201102,3.13,,201102,1.82,,201102,2.82,,201102,7.37,,201102,3.95,,201102,2.46,,201102,5.94,,201102,3.54,,201102,6.49,,201102,4.70,,201102,3.63,,201102,4.46,,201102,0.95,,201102,6.30,,201102,4.76,,201102,6.85,
137,201103,5.65,,201103,2.47,,201103,16.05,,201103,15.44,,201103,11.59,,201103,13.49,,201103,11.87,,201103,10.72,,201103,11.73,,201103,4.41,,201103,0.78,,201103,6.88,,201103,13.31,,201103,4.57,,201103,6.74,,201103,13.06,,201103,12.04,,201103,7.90,,201103,6.21,,201103,4.25,,201103,6.96,,201103,11.83,,201103,0.53,,201103,6.59,,201103,6.39,,201103,10.93,,201103,1.95,,201103,9.91,,201103,20.31,,201103,16.51,,201103,8.11,,201103,17.27,,201103,16.70,,201103,3.72,,201103,4.04,,201103,6.27,,201103,6.43,,201103,3.56,,201103,5.74,,201103,14.69,,201103,7.96,,201103,4.71,,201103,8.42,,201103,7.38,,201103,17.65,,201103,7.09,,201103,6.69,,201103,7.48,,201103,0.03,,201103,11.40,,201103,7.60,,201103,12.93,
138,201104,0.26,,201104,0.23,,201104,2.89,,201104,2.58,,201104,2.35,,201104,1.13,,201104,2.27,,201104,3.15,,201104,1.72,,201104,2.18,,201104,0.14,,201104,0.24,,201104,1.25,,201104,0.12,,201104,0.19,,201104,0.71,,201104,1.15,,201104,0.84,,201104,0.40,,201104,0.16,,201104,0.84,,201104,0.83,,201104,0.14,,201104,0.45,,201104,0.32,,201104,1.01,,201104,0.37,,201104,1.44,,201104,8.06,,201104,1.79,,201104,0.59,,201104,4.22,,201104,2.63,,201104,0.19,,201104,0.20,,201104,0.80,,201104,0.78,,201104,3.30,,201104,0.27,,201104,1.94,,201104,0.41,,201104,0.86,,201104,0.61,,201104,0.14,,201104,5.47,,201104,0.46,,201104,0.18,,201104,0.25,,201104,0.02,,201104,0.43,,201104,0.33,,201104,1.44,
139,201105,0.81,,201105,0.30,,201105,3.52,,201105,3.20,,201105,2.61,,201105,2.62,,201105,4.01,,201105,2.66,,201105,2.85,,201105,2.41,,201105,0.17,,201105,1.03,,201105,4.77,,201105,0.45,,201105,1.43,,201105,2.61,,201105,2.63,,201105,1.48,,201105,0.82,,201105,0.79,,201105,1.63,,201105,1.73,,201105,0.18,,201105,1.97,,201105,0.83,,201105,2.44,,201105,0.78,,201105,3.14,,201105,4.90,,201105,2.66,,201105,1.19,,201105,3.31,,201105,3.73,,201105,0.61,,201105,0.86,,201105,1.37,,201105,1.35,,201105,2.02,,201105,0.97,,201105,3.22,,201105,1.84,,201105,0.78,,201105,1.14,,201105,0.72,,201105,2.52,,201105,1.12,,201105,0.61,,201105,1.38,,201105,0.01,,201105,1.96,,201105,1.08,,201105,3.17,
140,201106,0.71,,201106,0.30,,201106,2.71,,201106,3.37,,201106,3.42,,201106,1.73,,201106,3.48,,201106,1.66,,201106,2.12,,201106,1.84,,201106,0.04,,201106,0.77,,201106,2.76,,201106,0.05,,201106,0.94,,201106,1.38,,201106,1.97,,201106,1.20,,201106,0.33,,201106,0.50,,201106,1.52,,201106,1.24,,201106,0.00,,201106,1.10,,201106,0.67,,201106,1.81,,201106,0.05,,201106,2.00,,201106,1.60,,201106,1.69,,201106,1.02,,201106,2.76,,201106,2.82,,201106,0.42,,201106,0.61,,201106,0.59,,201106,0.87,,201106,0.93,,201106,0.25,,201106,3.06,,201106,1.96,,201106,1.25,,201106,1.07,,201106,0.18,,201106,1.76,,201106,0.36,,201106,0.27,,201106,0.95,,201106,0.00,,201106,1.09,,201106,0.76,,201106,1.92,
141,201107,0.01,,201107,0.00,,201107,0.09,,201107,0.18,,201107,0.75,,201107,0.01,,201107,0.06,,201107,0.52,,201107,0.07,,201107,0.02,,201107,0.47,,201107,0.00,,201107,0.00,,201107,0.10,,201107,0.00,,201107,0.02,,201107,0.03,,201107,0.10,,201107,0.00,,201107,0.00,,201107,0.00,,201107,0.01,,201107,0.51,,201107,0.00,,201107,0.01,,201107,0.02,,201107,0.25,,201107,0.02,,201107,0.52,,201107,0.06,,201107,0.03,,201107,0.21,,201107,0.05,,201107,0.00,,201107,0.00,,201107,0.34,,201107,0.27,,201107,0.04,,201107,0.01,,201107,0.20,,201107,0.00,,201107,0.52,,201107,0.03,,201107,0.01,,201107,0.22,,201107,0.01,,201107,0.03,,201107,0.00,,201107,0.38,,201107,0.00,,201107,0.00,,201107,0.00,
142,201108,0.00,,201108,0.01,,201108,0.03,,201108,0.02,,201108,0.11,,201108,0.00,,201108,0.00,,201108,0.02,,201108,0.01,,201108,0.00,,201108,0.13,,201108,0.00,,201108,0.00,,201108,0.00,,201108,0.00,,201108,0.00,,201108,0.00,,201108,0.04,,201108,0.00,,201108,0.00,,201108,0.00,,201108,0.02,,201108,0.30,,201108,0.00,,201108,0.00,,201108,0.03,,201108,0.12,,201108,0.00,,201108,0.07,,201108,0.01,,201108,0.02,,201108,0.01,,201108,0.01,,201108,0.00,,201108,0.00,,201108,0.25,,201108,0.07,,201108,0.02,,201108,0.01,,201108,0.06,,201108,0.00,,201108,0.18,,201108,0.01,,201108,0.01,,201108,0.06,,201108,0.00,,201108,0.00,,201108,0.00,,201108,0.02,,201108,0.00,,201108,0.00,,201108,0.00,
143,201109,0.00,,201109,0.01,,201109,0.40,,201109,0.54,,201109,1.17,,201109,0.02,,201109,0.32,,201109,0.18,,201109,0.39,,201109,0.23,,201109,0.62,,201109,0.01,,201109,0.14,,201109,0.15,,201109,0.01,,201109,0.01,,201109,0.20,,201109,0.23,,201109,0.01,,201109,0.01,,201109,0.04,,201109,0.01,,201109,0.79,,201109,0.02,,201109,0.01,,201109,0.36,,201109,0.27,,201109,0.09,,201109,0.29,,201109,0.14,,201109,0.00,,201109,0.19,,201109,0.41,,201109,0.00,,201109,0.01,,201109,0.08,,201109,0.15,,201109,0.19,,201109,0.05,,201109,0.65,,201109,0.06,,201109,0.86,,201109,0.01,,201109,0.02,,201109,0.34,,201109,0.01,,201109,0.05,,201109,0.02,,201109,0.27,,201109,0.01,,201109,0.00,,201109,0.24,
144,201110,1.32,,201110,0.36,,201110,3.48,,201110,3.33,,201110,1.97,,201110,3.76,,201110,2.86,,201110,2.22,,201110,3.09,,201110,1.16,,201110,0.26,,201110,1.16,,201110,3.55,,201110,0.80,,201110,1.47,,201110,2.46,,201110,3.02,,201110,1.41,,201110,1.08,,201110,1.15,,201110,1.62,,201110,2.25,,201110,0.28,,201110,1.28,,201110,1.19,,201110,2.06,,201110,0.62,,201110,2.79,,201110,4.78,,201110,5.57,,201110,1.72,,201110,5.19,,201110,3.70,,201110,0.87,,201110,1.01,,201110,1.68,,201110,1.28,,201110,0.63,,201110,0.97,,201110,3.05,,201110,2.09,,201110,1.17,,201110,2.02,,201110,0.95,,201110,5.47,,201110,1.50,,201110,0.78,,201110,1.09,,201110,0.03,,201110,1.58,,201110,1.59,,201110,2.99,
145,201111,1.15,,201111,1.03,,201111,2.19,,201111,2.14,,201111,1.38,,201111,3.54,,201111,1.67,,201111,2.86,,201111,1.42,,201111,0.91,,201111,0.94,,201111,1.33,,201111,2.24,,201111,1.67,,201111,1.02,,201111,3.14,,201111,1.63,,201111,1.05,,201111,1.89,,201111,0.83,,201111,1.81,,201111,2.34,,201111,0.53,,201111,1.02,,201111,1.10,,201111,1.26,,201111,2.73,,201111,3.46,,201111,8.90,,201111,4.39,,201111,1.80,,201111,4.54,,201111,1.72,,201111,0.88,,201111,0.91,,201111,1.49,,201111,1.20,,201111,1.00,,201111,2.34,,201111,1.56,,201111,2.44,,201111,0.37,,201111,1.81,,201111,2.19,,201111,5.98,,201111,2.28,,201111,2.50,,201111,1.26,,201111,0.32,,201111,2.30,,201111,1.60,,201111,1.75,
146,201112,0.11,,201112,0.01,,201112,0.15,,201112,0.14,,201112,0.04,,201112,0.45,,201112,0.23,,201112,1.54,,201112,0.11,,201112,0.21,,201112,0.51,,201112,0.22,,201112,0.32,,201112,0.78,,201112,0.16,,201112,0.28,,201112,0.10,,201112,0.03,,201112,0.21,,201112,0.12,,201112,0.17,,201112,0.15,,201112,0.47,,201112,0.14,,201112,0.14,,201112,0.02,,201112,0.95,,201112,0.27,,201112,6.13,,201112,1.03,,201112,0.14,,201112,1.29,,201112,0.10,,201112,0.10,,201112,0.16,,201112,0.13,,201112,0.02,,201112,0.32,,201112,0.17,,201112,0.05,,201112,0.14,,201112,0.01,,201112,0.24,,201112,0.52,,201112,2.52,,201112,0.17,,201112,0.38,,201112,0.27,,201112,0.49,,201112,0.29,,201112,0.14,,201112,0.21,
147,201201,2.08,,201201,0.52,,201201,6.86,,201201,6.83,,201201,4.98,,201201,8.16,,201201,6.44,,201201,6.69,,201201,4.88,,201201,2.60,,201201,0.20,,201201,3.41,,201201,7.48,,201201,0.85,,201201,2.60,,201201,8.08,,201201,4.55,,201201,2.81,,201201,1.89,,201201,1.42,,201201,4.66,,201201,6.35,,201201,0.15,,201201,3.61,,201201,2.75,,201201,3.82,,201201,0.72,,201201,6.17,,201201,15.85,,201201,8.28,,201201,3.14,,201201,10.69,,201201,6.61,,201201,0.99,,201201,1.69,,201201,3.44,,201201,2.39,,201201,1.67,,201201,2.40,,201201,6.25,,201201,4.64,,201201,2.11,,201201,3.43,,201201,1.37,,201201,11.05,,201201,2.65,,201201,1.64,,201201,3.42,,201201,0.02,,201201,5.42,,201201,3.07,,201201,5.98,
148,201202,0.84,,201202,0.26,,201202,2.85,,201202,2.52,,201202,1.82,,201202,2.71,,201202,2.29,,201202,2.55,,201202,1.92,,201202,1.14,,201202,0.79,,201202,1.05,,201202,2.66,,201202,0.49,,201202,1.00,,201202,2.30,,201202,2.02,,201202,0.86,,201202,0.88,,201202,0.87,,201202,1.56,,201202,1.77,,201202,0.27,,201202,1.05,,201202,1.04,,201202,1.12,,201202,1.37,,201202,2.26,,201202,4.84,,201202,3.27,,201202,1.11,,201202,3.74,,201202,2.56,,201202,0.47,,201202,0.67,,201202,0.85,,201202,0.77,,201202,1.41,,201202,0.41,,201202,1.72,,201202,1.60,,201202,0.46,,201202,1.53,,201202,0.31,,201202,4.37,,201202,0.93,,201202,0.28,,201202,1.15,,201202,0.19,,201202,1.78,,201202,1.34,,201202,2.39,
149,201203,4.40,,201203,1.47,,201203,12.07,,201203,10.79,,201203,4.82,,201203,10.42,,201203,10.81,,201203,10.00,,201203,8.89,,201203,3.62,,201203,0.69,,201203,5.70,,201203,11.54,,201203,2.45,,201203,4.45,,201203,10.39,,201203,7.69,,201203,3.94,,201203,3.98,,201203,2.84,,201203,5.04,,201203,10.84,,201203,0.32,,201203,4.31,,201203,5.11,,201203,5.12,,201203,1.88,,201203,9.03,,201203,23.65,,201203,13.54,,201203,7.00,,201203,16.18,,201203,11.83,,201203,2.14,,201203,2.84,,201203,3.02,,201203,3.21,,201203,2.66,,201203,2.69,,201203,6.25,,201203,5.27,,201203,1.65,,201203,7.40,,201203,3.54,,201203,16.98,,201203,3.89,,201203,2.95,,201203,4.96,,201203,0.05,,201203,8.84,,201203,5.07,,201203,10.52,
150,201204,2.73,,201204,1.28,,201204,5.72,,201204,4.89,,201204,2.34,,201204,3.29,,201204,5.10,,201204,3.90,,201204,5.21,,201204,2.25,,201204,0.91,,201204,2.29,,201204,4.99,,201204,1.97,,201204,2.90,,201204,2.90,,201204,4.87,,201204,2.58,,201204,2.32,,201204,2.02,,201204,2.70,,201204,2.65,,201204,0.58,,201204,2.44,,201204,2.64,,201204,3.48,,201204,1.73,,201204,3.73,,201204,8.86,,201204,3.34,,201204,2.99,,201204,5.04,,201204,5.92,,201204,1.49,,201204,2.28,,201204,4.10,,201204,2.63,,201204,2.26,,201204,2.72,,201204,4.40,,201204,2.05,,201204,0.83,,201204,3.75,,201204,2.57,,201204,5.81,,201204,2.75,,201204,2.77,,201204,2.30,,201204,0.08,,201204,2.84,,201204,3.22,,201204,5.42,
151,201205,0.03,,201205,0.01,,201205,0.47,,201205,0.68,,201205,0.38,,201205,0.23,,201205,0.31,,201205,0.73,,201205,0.24,,201205,0.54,,201205,0.01,,201205,0.02,,201205,0.14,,201205,0.03,,201205,0.02,,201205,0.24,,201205,0.13,,201205,0.06,,201205,0.03,,201205,0.07,,201205,0.02,,201205,0.13,,201205,0.01,,201205,0.01,,201205,0.03,,201205,0.11,,201205,0.05,,201205,0.36,,201205,1.87,,201205,0.37,,201205,0.03,,201205,0.44,,201205,0.40,,201205,0.02,,201205,0.05,,201205,0.03,,201205,0.07,,201205,1.07,,201205,0.01,,201205,0.25,,201205,0.06,,201205,0.11,,201205,0.07,,201205,0.02,,201205,0.86,,201205,0.06,,201205,0.00,,201205,0.03,,201205,0.00,,201205,0.10,,201205,0.05,,201205,0.22,
152,201206,0.14,,201206,0.01,,201206,0.78,,201206,0.95,,201206,0.60,,201206,0.09,,201206,0.80,,201206,1.44,,201206,0.56,,201206,0.79,,201206,0.00,,201206,0.05,,201206,0.59,,201206,0.00,,201206,0.06,,201206,0.04,,201206,0.51,,201206,0.22,,201206,0.09,,201206,0.09,,201206,0.11,,201206,0.07,,201206,0.00,,201206,0.06,,201206,0.09,,201206,0.52,,201206,0.00,,201206,0.49,,201206,3.03,,201206,0.26,,201206,0.16,,201206,0.89,,201206,0.78,,201206,0.23,,201206,0.08,,201206,0.04,,201206,0.09,,201206,0.72,,201206,0.00,,201206,0.73,,201206,0.09,,201206,0.21,,201206,0.25,,201206,0.00,,201206,1.75,,201206,0.09,,201206,0.00,,201206,0.03,,201206,0.00,,201206,0.05,,201206,0.20,,201206,0.56,
